iter	Passed	Remaining
480	661	713
481	662	712
482	664	710
483	665	709
484	666	707
485	667	706
486	669	704
487	670	703
488	671	702
489	672	700
490	674	698
491	675	697
492	676	695
493	677	694
494	678	692
495	680	691
496	681	689
497	682	687
498	683	686
499	684	684
500	685	682
501	686	681
502	687	679
503	689	678
504	690	676
505	691	674
506	692	673
507	693	672
508	695	670
509	696	669
510	697	667
511	698	665
512	699	664
513	701	662
514	702	661
515	703	659
516	704	658
517	706	656
518	707	655
519	708	653
520	709	652
521	710	650
522	711	649
523	712	647
524	714	646
525	715	644
526	716	643
527	718	641
528	719	640
529	720	638
530	721	637
531	722	635
532	723	634
533	725	632
534	726	631
535	727	629
536	728	628
537	729	626
538	731	625
539	732	623
540	733	622
541	734	621
542	736	619
543	737	617
544	738	616
545	739	614
546	740	613
547	741	611
548	743	610
549	744	608
550	745	607
551	746	606
552	748	604
553	749	603
554	750	602
555	751	600
556	753	599
557	754	597
558	755	595
559	756	594
560	757	592
561	758	591
562	760	590
563	761	588
564	762	587
565	764	585
566	765	584
567	766	583
568	767	581
569	769	580
570	770	578
571	771	577
572	772	575
573	773	574
574	774	572
575	775	571
576	777	569
577	778	568
578	779	566
579	780	565
580	781	563
581	782	562
582	784	560
583	785	559
584	786	557
585	787	556
586	788	555
587	789	553
588	791	552
589	792	550
590	793	548
591	794	547
592	795	546
593	796	544
594	797	543
595	799	541
596	800	540
597	801	538
598	802	537
599	803	535
600	804	534
601	805	532
602	807	531
603	808	529
604	809	528
605	810	526
606	811	525
607	812	524
608	814	522
609	815	521
610	816	519
611	817	518
612	818	516
613	819	515
614	820	513
615	821	512
616	823	510
617	824	509
618	825	507
619	826	506
620	827	505
621	828	503
622	829	502
623	830	500
624	832	499
625	833	497
626	834	496
627	835	494
628	836	493
629	837	492
630	838	490
631	839	489
632	841	487
633	842	486
634	843	484
635	844	483
636	845	481
637	846	480
638	847	479
639	849	477
640	850	476
641	851	474
642	852	473
643	853	471
644	854	470
645	855	468
646	856	467
647	857	465
648	858	464
649	859	462
650	860	461
651	861	460
652	863	458
653	864	457
654	865	455
655	866	454
656	867	452
657	868	451
658	870	450
659	871	448
660	872	447
661	873	445
662	874	444
663	875	443
664	876	441
665	878	440
666	879	439
667	880	437
668	881	436
669	882	434
670	884	433
671	885	432
672	886	430
673	888	429
674	889	428
675	890	426
676	892	425
677	893	424
678	894	422
679	895	421
680	897	420
681	899	419
682	900	417
683	901	416
684	903	415
685	904	414
686	906	412
687	907	411
688	909	410
689	911	409
690	912	408
691	913	406
692	915	405
693	916	404
694	918	402
695	919	401
696	920	400
697	921	398
698	923	397
699	924	396
700	925	394
701	926	393
702	928	392
703	929	390
704	930	389
705	930	387
706	932	386
707	933	385
708	935	383
709	936	382
710	937	381
711	938	379
712	939	378
713	940	376
714	941	375
715	943	374
716	944	372
717	945	371
718	946	370
719	948	368
720	949	367
721	950	366
722	951	364
723	953	363
724	954	361
725	955	360
726	956	359
727	957	357
728	958	356
729	959	354
730	960	353
731	961	352
732	963	350
733	964	349
734	965	348
735	966	346
736	967	345
737	969	344
738	970	342
739	971	341
740	972	340
741	974	338
742	975	337
743	976	336
744	977	334
745	978	333
746	980	331
747	981	330
748	982	329
749	983	327
750	984	326
751	985	325
752	986	323
753	988	322
754	989	321
755	990	319
756	991	318
757	992	317
758	994	315
759	995	314
760	996	312
761	997	311
762	998	310
763	999	308
764	1000	307
765	1001	306
766	1003	304
767	1004	303
768	1005	302
769	1006	300
770	1008	299
771	1009	298
772	1010	296
773	1011	295
774	1012	294
775	1013	292
776	1014	291
777	1016	289
778	1017	288
779	1018	287
780	1020	286
781	1021	284
782	1022	283
783	1023	281
784	1024	280
785	1025	279
786	1026	277
787	1028	276
788	1029	275
789	1030	274
790	1032	272
791	1033	271
792	1034	270
793	1035	268
794	1037	267
795	1038	266
796	1039	264
797	1040	263
798	1041	262
799	1042	260
800	1043	259
801	1044	257
802	1046	256
803	1047	255
804	1048	254
805	1049	252
806	1051	251
807	1052	250
808	1053	248
809	1054	247
810	1055	246
811	1057	244
812	1058	243
813	1059	242
814	1060	240
815	1061	239
816	1063	238
817	1064	236
818	1065	235
819	1066	234
820	1067	232
821	1068	231
822	1069	230
823	1071	228
824	1072	227
825	1073	226
826	1074	224
827	1075	223
828	1076	222
829	1078	220
830	1079	219
831	1080	218
832	1081	216
833	1082	215
834	1084	214
835	1085	212
836	1086	211
837	1087	210
838	1089	209
839	1090	207
840	1091	206
841	1093	205
842	1094	203
843	1096	202
844	1097	201
845	1098	199
846	1099	198
847	1100	197
848	1102	196
849	1103	194
850	1104	193
851	1106	192
852	1107	190
853	1108	189
854	1109	188
855	1110	186
856	1112	185
857	1113	184
858	1114	182
859	1115	181
860	1117	180
861	1118	179
862	1119	177
863	1120	176
864	1121	175
865	1122	173
866	1124	172
867	1125	171
868	1126	169
869	1127	168
870	1129	167
871	1130	165
872	1131	164
873	1133	163
874	1134	162
875	1135	160
876	1137	159
877	1138	158
878	1139	156
879	1140	155
880	1142	154
881	1143	152
882	1144	151
883	1145	150
884	1146	149
885	1148	147
886	1149	146
887	1150	145
888	1151	143
889	1152	142
890	1154	141
891	1155	139
892	1156	138
893	1158	137
894	1159	136
895	1160	134
896	1162	133
897	1163	132
898	1164	130
899	1165	129
900	1166	128
901	1167	126
902	1169	125
903	1170	124
904	1171	122
905	1172	121
906	1173	120
907	1175	119
908	1176	117
909	1177	116
910	1178	115
911	1179	113
912	1181	112
913	1182	111
914	1183	109
915	1184	108
916	1185	107
917	1186	106
918	1188	104
919	1189	103
920	1190	102
921	1191	100
922	1193	99
923	1194	98
924	1195	96
925	1197	95
926	1198	94
927	1201	93
928	1202	91
929	1203	90
930	1205	89
931	1206	88
932	1207	86
933	1208	85
934	1209	84
935	1210	82
936	1211	81
937	1212	80
938	1213	78
939	1215	77
940	1216	76
941	1217	74
942	1218	73
943	1219	72
944	1221	71
945	1222	69
946	1223	68
947	1224	67
948	1225	65
949	1227	64
950	1228	63
951	1229	61
952	1230	60
953	1231	59
954	1232	58
955	1233	56
956	1234	55
957	1235	54
958	1236	52
959	1237	51
960	1238	50
961	1240	48
962	1241	47
963	1242	46
964	1243	45
965	1244	43
966	1245	42
967	1246	41
968	1248	39
969	1249	38
970	1250	37
971	1251	36
972	1252	34
973	1253	33
974	1254	32
975	1255	30
976	1256	29
977	1258	28
978	1259	27
979	1260	25
980	1261	24
981	1262	23
982	1264	21
983	1265	20
984	1266	19
985	1267	17
986	1268	16
987	1269	15
988	1270	14
989	1271	12
990	1272	11
991	1273	10
992	1274	8
993	1276	7
994	1277	6
995	1278	5
996	1279	3
997	1280	2
998	1281	1
999	1282	0
